"G1","G2","C","A","Bx","By","Bz","Error_G1","Error_G2","Error_C","Error_A","Error_Bx","Error_By","Error_Bz","MSE","Laser_Power","Laser_Detuning","Temp","PP"
69.905,194.04,0.94053,0.021979,319.71,-112.42,-152.12,0.69481,4.0336,3.4344e-10,3.6167e-09,0.77849,0.7582,1.0315,6.7253e-07,248.181818,-3.636364,57,0.026624
65.643,174.54,0.939,0.021819,320.81,-117.96,-94.122,0.51748,2.8722,2.401e-10,2.5933e-09,0.56462,0.54739,0.67034,4.7954e-07,273.636364,-3.636364,57,0.025586
66.628,182.35,0.93922,0.021888,320.26,-114.38,-83.562,0.53157,3.0669,2.5472e-10,2.8103e-09,0.59237,0.57439,0.72905,5.0783e-07,299.090909,-3.636364,57,0.025586
67.199,200.91,0.93984,0.021749,319.08,-114.1,-54.925,0.5552,3.674,2.8205e-10,3.3748e-09,0.66605,0.64951,0.90702,5.6831e-07,324.545455,-3.636364,57,0.024494
66.26,186.94,0.94042,0.021977,318.63,-114.18,-42.398,0.52025,3.1546,2.5708e-10,2.9553e-09,0.59473,0.57826,0.74953,5.1636e-07,350,-3.636364,57,0.025559
74.805,212.64,0.87011,0.03294,318.88,-109.8,-112.02,0.84099,4.8521,9.4431e-10,9.9031e-09,0.9219,0.9035,1.2671,1.7977e-06,70,0.909091,56,0.041427
74.041,221.04,0.86704,0.033003,319.1,-113.86,-62.192,0.33816,2.1109,3.9307e-10,4.3945e-09,0.38505,0.37819,0.54819,7.5722e-07,95.454545,0.909091,57,0.040416
72.634,227.34,0.86557,0.033415,319.05,-114.84,-25.921,0.30276,2.0563,3.7275e-10,4.4152e-09,0.36049,0.35432,0.53506,7.291e-07,120.909091,0.909091,57,0.040462
74.528,233.57,0.86519,0.033096,318.87,-115.71,-25.889,0.2652,1.7764,3.1935e-10,3.7154e-09,0.31081,0.30612,0.46799,6.169e-07,146.363636,0.909091,57,0.040509
75.66,252.53,0.86449,0.032747,318.7,-114.57,-58.958,0.37171,2.7252,4.5509e-10,5.4509e-09,0.45013,0.44425,0.74579,8.7723e-07,171.818182,0.909091,56,0.039352
74.424,241.77,0.8624,0.033111,318.03,-114.37,-17.172,0.27577,1.9545,3.3989e-10,4.0703e-09,0.33116,0.32644,0.52104,6.5936e-07,197.272727,0.909091,57,0.039443
72.576,225.38,0.86182,0.032848,319.69,-114.38,-18.145,0.27148,1.8214,3.2128e-10,3.7855e-09,0.32154,0.31574,0.47176,6.2794e-07,222.727273,0.909091,57,0.039489
74.484,242.67,0.86182,0.032955,318.04,-115.76,-24.938,0.27913,1.9873,3.4145e-10,4.0941e-09,0.33588,0.33129,0.53118,6.6256e-07,248.181818,0.909091,56,0.040698
72.137,220.66,0.8615,0.033117,318.75,-113.5,-12.744,0.25854,1.6996,3.0785e-10,3.601e-09,0.30357,0.29791,0.43594,6.0233e-07,273.636364,0.909091,57,0.039489
74.764,237.41,0.86192,0.032851,318.38,-114.9,-17.827,0.26284,1.7928,3.1416e-10,3.6851e-09,0.30994,0.30541,0.47483,6.0666e-07,299.090909,0.909091,57,0.039489
74.844,242.04,0.86197,0.033019,317.46,-114.07,-20.425,0.27494,1.928,3.3564e-10,3.9876e-09,0.32776,0.3232,0.51449,6.4895e-07,324.545455,0.909091,57,0.04065
75.934,244.64,0.86174,0.033039,318.69,-115.59,-14.981,0.2683,1.8534,3.2634e-10,3.8232e-09,0.31599,0.31176,0.49677,6.2603e-07,350,0.909091,57,0.039489
69.21,124.82,0.78218,0.03272,319.12,-107.48,-23.988,1.7813,4.9487,1.261e-09,9.3042e-09,1.2315,1.1736,0.95486,2.2773e-06,70,5.454545,57,0.049936
74.31,153.51,0.77987,0.031558,316.65,-114.25,59.271,0.38922,1.3321,3.0251e-10,2.4526e-09,0.31353,0.305,0.29093,5.4917e-07,95.454545,5.454545,57,0.042362
70.381,136.43,0.77853,0.031235,315.93,-111.03,56.902,0.38659,1.2123,2.7187e-10,2.1295e-09,0.29145,0.28123,0.24765,4.969e-07,120.909091,5.454545,57,0.041131
74.681,148.57,0.77835,0.031064,315.68,-114.98,48.761,0.39489,1.2646,2.8652e-10,2.2434e-09,0.30446,0.29645,0.27128,5.1553e-07,146.363636,5.454545,57,0.042471
68.712,129.95,0.77752,0.031214,316.04,-114.42,63.766,0.38633,1.1713,2.6216e-10,2.0239e-09,0.28325,0.27324,0.23305,4.8094e-07,171.818182,5.454545,57,0.043814
73.841,144.37,0.7778,0.03108,316.14,-114.99,60.422,0.39294,1.2283,2.7977e-10,2.1616e-09,0.29798,0.28955,0.25994,5.038e-07,197.272727,5.454545,57,0.042471
